"folder","experiment_ID","counts_file","sampling","temp","media","who_counted","number_of_colors","time","strain","growth","first","last"
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,2,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,3,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,2,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,3,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,2,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,7,12
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,4,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,1,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,2,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,2,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",2,2,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,7,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",7,3,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,3,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,1,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,1,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,4,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,8,14
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,3,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,3,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,3,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",7,2,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,5,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,3,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,1,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,2,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,1,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",2,5,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",2,1,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,3,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,5,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,3,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,7,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,3,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",7,11,18
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,4,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,8,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,7,12
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,3,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,3,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,2,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,4,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,3,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,5,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,4,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,1,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,11,17
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,5,11
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,8,13
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,8,14
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,2,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,5,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,3,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,1,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",2,2,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",2,1,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,2,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,6,11
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",7,16,23
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,7,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,3,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",7,2,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,6,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,7,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,1,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,1,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,2,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,2,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,5,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",0,1,1
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,1,2
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",3,1,4
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",4,6,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",1,2,3
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1535",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",3,2,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,2,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",4,3,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,1,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,1,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,3,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,7,12
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,1,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,3,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",4,2,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,3,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,1,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",4,1,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,4,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,1,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,5,11
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",4,1,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,4,11
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,4,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",4,1,5
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,2,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,4,11
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,7,12
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,1,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",4,4,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,3,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,1,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,1,7
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,1,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,4,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,4,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,3,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,2,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,1,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",8,1,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,1,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,4,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,3,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,3,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,3,9
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",5,1,6
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,2,8
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",7,5,12
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,4,10
"2014-06-25_three_color_37C","three_color_37C","three_color_37C_counts2.csv","random","35.5C","YPD","CSM",3,"6","1560",6,4,10
