"","fn","temp","rep","row","col","Strain","PMY","maxGrowth","pointOfMaxGrowthRate","maxOD"
"18","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"B",6,"YJM1199",1530,2.92505208682011e-05,5,1.576
"19","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"B",7,"YJM1273",1538,2.90733002903793e-05,85,1.642
"20","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"B",8,"YJM1332",1546,3.62182475579477e-05,101,1.638
"21","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"B",9,"YJM1383",1554,3.04442239629175e-05,143,1.66
"22","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"B",10,"YJM1401",1562,3.3776152443563e-05,133,1.622
"23","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"B",11,"YJM1439",1570,3.06969369165848e-05,129,1.589
"24","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"B",12,"YJM1478",1578,2.76676107166172e-05,125,1.652
"25","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",1,"YJM193",1491,3.72104850303028e-05,115,1.702
"26","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",2,"YJM428",1499,3.12058149316956e-05,32,1.716
"27","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",3,"YJM555",1507,3.30763194804284e-05,74,1.691
"28","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",4,"YJM972",1515,3.26699372300364e-05,114,1.633
"29","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",5,"YJM996",1523,3.28418718266409e-05,71,1.648
"30","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",6,"YJM1202",1531,3.43953908565409e-05,91,1.65
"31","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",7,"YJM1281",1539,2.93537494197787e-05,53,1.643
"32","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",8,"YJM1336",1547,3.17990722491259e-05,88,1.598
"33","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",9,"YJM1385",1555,3.65532807621134e-05,153,1.552
"34","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",10,"YJM1402",1563,3.04263784490129e-05,132,1.638
"35","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",11,"YJM1443",1571,3.32242039054589e-05,92,1.682
"36","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"C",12,"YJM1479",1579,3.15792300539132e-05,122,1.644
"37","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",1,"YJM195",1492,3.47308613915431e-05,155,1.662
"38","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",2,"YJM450",1500,3.49042092579914e-05,110,1.671
"39","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",3,"YJM627",1508,3.32015534606442e-05,75,1.675
"40","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",4,"YJM975",1516,3.51308725156225e-05,61,1.643
"41","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",5,"YJM1077",1524,2.93538307693639e-05,101,1.679
"42","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",6,"YJM1208",1532,3.51592279162631e-05,30,1.623
"43","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",7,"YJM1290",1540,2.03437746953009e-05,118,1.304
"44","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",8,"YJM1338",1548,3.44804525800206e-05,108,1.645
"45","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",9,"YJM1386",1556,3.39063112831855e-05,152,1.637
"46","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",10,"YJM1415",1564,3.28684253146529e-05,50,1.607
"47","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",11,"YJM1444",1572,2.9648811218876e-05,106,1.634
"48","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"D",12,"YJM1552",1587,3.04882195164554e-05,84,1.688
"49","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",1,"YJM244",1493,3.63143726081973e-05,127,1.618
"50","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",2,"YJM451",1501,3.45595454128054e-05,140,1.712
"51","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",3,"YJM681",1509,3.61784956832607e-05,30,1.708
"52","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",4,"YJM978",1517,3.41327467715989e-05,137,1.633
"53","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",5,"YJM1078",1525,3.41897370434284e-05,65,1.673
"54","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",6,"YJM1242",1533,3.04220711596813e-05,54,1.67
"55","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",7,"YJM1293",1541,3.17321450498055e-05,21,1.62
"56","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",8,"YJM1341",1549,3.23895811833157e-05,161,1.608
"57","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",9,"YJM1387",1557,3.0081452985381e-05,41,1.632
"58","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",10,"YJM1417",1565,3.23826006022333e-05,22,1.622
"59","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",11,"YJM1447",1573,3.43057633149328e-05,83,1.666
"60","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"E",12,"YJM1552",1587,2.92368807903661e-05,84,1.657
"61","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",1,"YJM248",1494,3.39820404867513e-05,135,1.648
"62","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",2,"YJM453",1502,3.65741809346549e-05,172,1.692
"63","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",3,"YJM682",1510,2.79115663899113e-05,33,1.689
"64","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",4,"YJM981",1518,2.84410704428961e-05,166,1.612
"65","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",5,"YJM1083",1526,2.93996044642166e-05,34,1.634
"66","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",6,"YJM1244",1534,3.34835636192527e-05,131,1.606
"67","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",7,"YJM1304",1542,2.66887532660319e-05,116,1.612
"68","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",8,"YJM1342",1550,2.88243877921492e-05,163,1.622
"69","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",10,"YJM1418",1566,2.86985378400308e-05,10,1.652
"70","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"F",11,"YJM1450",1574,3.05253153785737e-05,178,1.591
"71","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",1,"YJM270",1495,2.99884228297671e-05,106,1.696
"72","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",2,"YJM456",1503,3.41422045746929e-05,77,1.678
"73","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",3,"YJM683",1511,3.40917511369177e-05,76,1.648
"74","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",4,"YJM984",1519,3.01997467721042e-05,15,1.632
"75","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",5,"YJM1129",1527,3.3339375566355e-05,141,1.639
"76","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",6,"YJM1248",1535,3.26184851881026e-05,81,1.696
"77","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",7,"YJM1307",1543,1.91542516875245e-05,48,1.368
"78","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",8,"YJM1355",1551,3.22155808216011e-05,96,1.584
"79","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",9,"YJM1389",1559,2.63983054199687e-05,94,1.603
"80","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",11,"YJM1460",1575,3.20900893632047e-05,130,1.615
"81","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"G",12,"YJM1526",1583,3.40391562939935e-05,152,1.669
"82","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",1,"YJM271",1496,4.00328818065459e-05,164,1.682
"83","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",2,"YJM470",1504,2.93380429249106e-05,117,1.727
"84","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",3,"YJM689",1512,3.33064675670663e-05,32,1.701
"85","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",4,"YJM987",1520,3.1348925891612e-05,30,1.672
"86","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",5,"YJM1133",1528,3.6288026001419e-05,169,1.734
"87","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",7,"YJM1311",1544,3.84300659139663e-05,132,1.73
"88","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",8,"YJM1356",1552,3.65712240238773e-05,35,1.599
"89","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",9,"YJM1399",1560,3.65683502276856e-05,35,1.684
"90","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",10,"YJM1433",1568,3.58704896669597e-05,129,1.687
"91","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",11,"YJM1463",1576,3.24524432576557e-05,163,1.639
"92","2015_screening_for_TS/03062015_21C_rep1.asc",21,1,"H",12,"YJM1527",1584,3.68473431713511e-05,74,1.689
"93","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",1,"YJM145",1489,4.21868241596249e-05,51,1.726
"94","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",2,"YJM320",1497,3.91759068576314e-05,78,1.694
"95","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",3,"YJM541",1505,4.27438359325412e-05,131,1.711
"96","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",4,"YJM693",1513,4.2792258484602e-05,119,1.663
"97","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",5,"YJM990",1521,4.15857485804032e-05,91,1.706
"98","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",6,"YJM1190",1529,5.5087681196065e-05,86,1.742
"99","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",7,"YJM1252",1537,3.60732627827057e-05,73,1.623
"100","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",8,"YJM1326",1545,4.48213072455311e-05,158,1.712
"101","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",9,"YJM1381",1553,4.92840182957824e-05,111,1.719
"102","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",10,"YJM1400",1561,3.54048128567209e-05,117,1.623
"103","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",11,"YJM1434",1569,3.9772827416661e-05,51,1.672
"104","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"A",12,"YJM1477",1577,8.93850065464503e-05,49,1.705
"105","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",1,"YJM189",1490,4.09712112424555e-05,162,1.632
"106","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",2,"YJM326",1498,3.83074986917786e-05,171,1.67
"107","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",3,"YJM554",1506,4.2834259919515e-05,115,1.649
"108","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",4,"YJM969",1514,4.17276304929492e-05,178,1.665
"109","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",5,"YJM993",1522,4.15252708708473e-05,83,1.676
"110","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",6,"YJM1199",1530,4.27492905373477e-05,43,1.618
"111","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",7,"YJM1273",1538,3.65588693858076e-05,150,1.646
"112","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",8,"YJM1332",1546,4.52638926449454e-05,142,1.66
"113","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",9,"YJM1383",1554,4.01367894641674e-05,136,1.658
"114","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",10,"YJM1401",1562,3.94726460641209e-05,57,1.627
"115","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",11,"YJM1439",1570,3.77998249848478e-05,152,1.56
"116","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"B",12,"YJM1478",1578,3.37602174906459e-05,89,1.685
"117","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",1,"YJM193",1491,4.64159196329906e-05,118,1.702
"118","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",2,"YJM428",1499,3.74856623373357e-05,165,1.757
"119","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",3,"YJM555",1507,4.04927826082197e-05,180,1.712
"120","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",4,"YJM972",1515,4.24497397792543e-05,64,1.652
"121","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",5,"YJM996",1523,4.21624874093498e-05,157,1.661
"122","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",6,"YJM1202",1531,4.31856784950636e-05,18,1.691
"123","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",7,"YJM1281",1539,3.74809637411808e-05,148,1.657
"124","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",8,"YJM1336",1547,4.07019822603836e-05,8,1.654
"125","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",9,"YJM1385",1555,4.93726268235693e-05,180,1.58
"126","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",10,"YJM1402",1563,3.88234934666056e-05,147,1.654
"127","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",11,"YJM1443",1571,4.18302073074257e-05,40,1.665
"128","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"C",12,"YJM1479",1579,4.04860206437837e-05,173,1.681
"129","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",1,"YJM195",1492,4.62629649367687e-05,12,1.688
"130","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",2,"YJM450",1500,4.63176342603678e-05,30,1.714
"131","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",3,"YJM627",1508,4.42304208129652e-05,139,1.698
"132","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",4,"YJM975",1516,4.5488681442714e-05,47,1.668
"133","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",5,"YJM1077",1524,2.64637498645172e-05,145,1.727
"134","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",6,"YJM1208",1532,4.5075368550243e-05,129,1.674
"135","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",7,"YJM1290",1540,3.13443835973918e-05,158,1.673
"136","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",8,"YJM1338",1548,4.63988370524008e-05,47,1.68
"137","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",9,"YJM1386",1556,4.30075627222572e-05,39,1.664
"138","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",10,"YJM1415",1564,4.11711453601733e-05,180,1.649
"139","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",11,"YJM1444",1572,3.5827503454493e-05,70,1.655
"140","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"D",12,"YJM1552",1587,4.00024669395057e-05,138,1.713
"141","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",1,"YJM244",1493,4.79751667458137e-05,85,1.644
"142","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",2,"YJM451",1501,4.58417288606191e-05,115,1.725
"143","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",3,"YJM681",1509,4.53548782950535e-05,37,1.71
"144","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",4,"YJM978",1517,4.49377974947572e-05,70,1.653
"145","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",5,"YJM1078",1525,4.4953443237089e-05,59,1.694
"146","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",6,"YJM1242",1533,3.66682159601308e-05,101,1.667
"147","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",7,"YJM1293",1541,4.12189688434422e-05,30,1.654
"148","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",8,"YJM1341",1549,4.13811292861856e-05,150,1.647
"149","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",9,"YJM1387",1557,4.16247084823176e-05,34,1.66
"150","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",10,"YJM1417",1565,4.28411443556617e-05,51,1.645
"151","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",11,"YJM1447",1573,4.6888131976508e-05,150,1.685
"152","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"E",12,"YJM1552",1587,3.93863143494571e-05,26,1.618
"153","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",1,"YJM248",1494,4.53107968803191e-05,97,1.664
"154","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",2,"YJM453",1502,4.259434776503e-05,15,1.689
"155","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",3,"YJM682",1510,3.74343757560374e-05,75,1.696
"156","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",4,"YJM981",1518,4.06084926052005e-05,84,1.643
"157","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",5,"YJM1083",1526,3.13148027055743e-05,88,1.62
"158","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",6,"YJM1244",1534,4.37037270050182e-05,70,1.647
"159","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",7,"YJM1304",1542,3.36171736036333e-05,100,1.655
"160","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",8,"YJM1342",1550,3.82594547950262e-05,55,1.656
"161","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",10,"YJM1418",1566,3.75412752968406e-05,6,1.669
"162","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"F",11,"YJM1450",1574,3.83336720859232e-05,164,1.641
"163","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",1,"YJM270",1495,3.75729213439754e-05,72,1.727
"164","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",2,"YJM456",1503,4.42219983375428e-05,26,1.694
"165","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",3,"YJM683",1511,4.56925791362836e-05,72,1.663
"166","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",4,"YJM984",1519,4.05626093502014e-05,38,1.665
"167","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",5,"YJM1129",1527,4.27068092554003e-05,75,1.674
"168","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",6,"YJM1248",1535,3.82301488601605e-05,111,1.74
"169","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",7,"YJM1307",1543,3.88734935989833e-05,102,1.738
"170","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",8,"YJM1355",1551,4.31263191518743e-05,133,1.66
"171","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",9,"YJM1389",1559,3.76999894387375e-05,98,1.72
"172","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",11,"YJM1460",1575,4.14616567763308e-05,53,1.65
"173","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"G",12,"YJM1526",1583,4.13729288066647e-05,36,1.665
"174","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",1,"YJM271",1496,4.87571142287878e-05,133,1.687
"175","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",2,"YJM470",1504,3.94028249724162e-05,86,1.737
"176","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",3,"YJM689",1512,4.30013487882811e-05,53,1.702
"177","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",4,"YJM987",1520,4.13343754366762e-05,97,1.678
"178","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",5,"YJM1133",1528,4.56780550942567e-05,94,1.757
"179","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",7,"YJM1311",1544,4.47449534077809e-05,78,1.751
"180","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",8,"YJM1356",1552,4.73940948610035e-05,56,1.673
"181","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",9,"YJM1399",1560,4.2320234768875e-05,35,1.714
"182","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",10,"YJM1433",1568,4.61391479815829e-05,49,1.686
"183","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",11,"YJM1463",1576,4.2074012577784e-05,71,1.64
"184","2015_screening_for_TS/2015-05-23_25C_rep1.asc",25,1,"H",12,"YJM1527",1584,4.60429296593464e-05,49,1.687
"185","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",1,"YJM145",1489,5.95245316830406e-05,159,1.704
"186","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",2,"YJM320",1497,5.8609076442716e-05,116,1.762
"187","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",3,"YJM541",1505,5.74855380872265e-05,139,1.735
"188","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",4,"YJM693",1513,3.60913364389135e-05,88,1.402
"189","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",5,"YJM990",1521,3.49505854788485e-05,150,1.767
"190","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",6,"YJM1190",1529,5.29447963789412e-05,159,1.318
"191","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",7,"YJM1252",1537,5.03214567741603e-05,10,1.652
"192","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",8,"YJM1326",1545,5.29482820771698e-05,173,1.733
"193","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",9,"YJM1381",1553,4.04917497075633e-05,26,1.301
"194","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",10,"YJM1400",1561,2.69846271100544e-05,123,1.45
"195","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",11,"YJM1434",1569,5.52247366780196e-05,91,1.727
"196","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"A",12,"YJM1477",1577,4.44133229511142e-05,66,1.69
"197","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",1,"YJM189",1490,5.36190898509668e-05,144,1.73
"198","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",2,"YJM326",1498,4.91429577741074e-05,155,1.741
"199","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",3,"YJM554",1506,5.04034520896713e-05,15,1.739
"200","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",4,"YJM969",1514,3.52882656925415e-06,53,0.318
"201","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",5,"YJM993",1522,5.22544097872132e-05,58,1.719
"202","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",6,"YJM1199",1530,4.49321939952343e-05,150,1.69
"203","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",7,"YJM1273",1538,5.83673553347677e-05,92,1.668
"204","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",8,"YJM1332",1546,3.71276523826014e-05,91,1.513
"205","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",9,"YJM1383",1554,3.07615994397239e-06,22,0.25
"206","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",10,"YJM1401",1562,6.26029016234198e-05,30,1.676
"207","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",11,"YJM1439",1570,4.15947761495567e-05,168,1.58
"208","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"B",12,"YJM1478",1578,1.49336733882579e-06,32,0.224
"209","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",1,"YJM193",1491,5.95718224029979e-05,178,1.801
"210","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",2,"YJM428",1499,3.75089302910467e-05,47,1.865
"211","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",3,"YJM555",1507,5.51888937483165e-05,123,1.872
"212","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",4,"YJM972",1515,4.06270044158435e-05,159,1.821
"213","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",5,"YJM996",1523,2.8006037763427e-06,67,0.256
"214","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",6,"YJM1202",1531,4.67706264950784e-05,33,1.751
"215","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",7,"YJM1281",1539,6.06897985360104e-05,149,1.678
"216","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",8,"YJM1336",1547,5.69691610581527e-05,24,1.678
"217","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",9,"YJM1385",1555,3.03445935328412e-05,128,1.07
"218","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",10,"YJM1402",1563,5.88108887259147e-05,93,1.672
"219","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",11,"YJM1443",1571,6.0876463358043e-05,13,1.661
"220","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"C",12,"YJM1479",1579,3.71133672065431e-05,65,1.651
"221","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",1,"YJM195",1492,5.64382536698204e-05,32,1.755
"222","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",2,"YJM450",1500,6.32867913927927e-05,36,1.795
"223","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",3,"YJM627",1508,4.05262188936197e-05,176,1.827
"224","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",4,"YJM975",1516,5.97227769082711e-05,102,1.81
"225","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",5,"YJM1077",1524,2.63863154557752e-05,157,1.57
"226","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",6,"YJM1208",1532,6.09761102913961e-05,96,1.709
"227","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",7,"YJM1290",1540,6.00600740147975e-06,139,0.368
"228","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",8,"YJM1338",1548,6.65609752233483e-05,131,1.704
"229","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",9,"YJM1386",1556,6.75500104772225e-05,41,1.668
