"","fn","temp","rep","row","col","Strain","PMY","maxGrowth","pointOfMaxGrowthRate","maxOD"
"230","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",10,"YJM1415",1564,5.4624845380916e-05,15,1.656
"231","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",11,"YJM1444",1572,5.75635833037904e-05,30,1.715
"232","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"D",12,"YJM1552",1587,4.20177979955074e-05,128,1.706
"233","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",1,"YJM244",1493,5.89395600313217e-05,105,1.711
"234","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",2,"YJM451",1501,5.29006136930411e-05,21,1.766
"235","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",3,"YJM681",1509,5.78224747496372e-05,133,1.814
"236","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",4,"YJM978",1517,6.43771068682679e-05,92,1.681
"237","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",5,"YJM1078",1525,5.7107547934674e-05,132,1.708
"238","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",6,"YJM1242",1533,5.39340279076148e-05,31,1.712
"239","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",7,"YJM1293",1541,5.48252432128358e-05,119,1.685
"240","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",8,"YJM1341",1549,5.68533182943057e-05,63,1.69
"241","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",9,"YJM1387",1557,5.53542584648309e-05,93,1.674
"242","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",10,"YJM1417",1565,5.75350000586251e-05,121,1.674
"243","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",11,"YJM1447",1573,1.90940441997522e-05,71,1.618
"244","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"E",12,"YJM1552",1587,5.05003968777342e-05,19,1.705
"245","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",1,"YJM248",1494,5.5747593125309e-05,78,1.737
"246","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",2,"YJM453",1502,5.62180380489536e-05,30,1.741
"247","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",3,"YJM682",1510,4.213006826865e-05,156,1.785
"248","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",4,"YJM981",1518,4.41507050055099e-05,122,1.667
"249","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",5,"YJM1083",1526,4.62609618560487e-05,59,1.666
"250","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",6,"YJM1244",1534,4.95408579872858e-05,45,1.694
"251","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",7,"YJM1304",1542,5.59237189545506e-05,50,1.638
"252","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",8,"YJM1342",1550,5.3041926504371e-05,65,1.663
"253","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",10,"YJM1418",1566,5.8076807877853e-05,160,1.679
"254","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"F",11,"YJM1450",1574,5.38773768746344e-05,77,1.683
"255","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",1,"YJM270",1495,7.36887655824062e-07,173,0.085
"256","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",2,"YJM456",1503,5.66723513134367e-05,63,1.778
"257","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",3,"YJM683",1511,5.93095237975871e-05,51,1.72
"258","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",4,"YJM984",1519,5.270966139707e-05,88,1.691
"259","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",5,"YJM1129",1527,4.40126987568615e-05,133,1.713
"260","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",6,"YJM1248",1535,3.86791260482912e-05,103,1.658
"261","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",7,"YJM1307",1543,4.41896115526212e-05,109,1.773
"262","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",8,"YJM1355",1551,1.22361928861745e-06,100,0.197
"263","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",9,"YJM1389",1559,4.18415853672125e-05,11,1.752
"264","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",11,"YJM1460",1575,4.21043662959975e-05,75,1.719
"265","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"G",12,"YJM1526",1583,5.60524273655593e-05,104,1.687
"266","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",1,"YJM271",1496,1.90246634872373e-05,133,1.515
"267","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",2,"YJM470",1504,4.44731785631607e-05,100,1.755
"268","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",3,"YJM689",1512,4.79030826788363e-05,70,1.791
"269","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",4,"YJM987",1520,3.18205755485977e-06,63,0.314
"270","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",5,"YJM1133",1528,6.049847103468e-05,156,1.801
"271","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",7,"YJM1311",1544,5.95034332864847e-05,19,1.545
"272","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",8,"YJM1356",1552,6.24583977729926e-05,1,1.762
"273","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",9,"YJM1399",1560,5.29248071495457e-05,47,1.707
"274","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",10,"YJM1433",1568,8.16923345608561e-06,69,0.536
"275","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",11,"YJM1463",1576,4.48980934733627e-05,136,1.684
"276","2015_screening_for_TS/2015-06-11_37C_rep2.asc",37,2,"H",12,"YJM1527",1584,6.09555746642836e-05,86,1.724
"277","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",1,"YJM145",1489,4.55044224918978e-05,5,1.72
"278","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",2,"YJM320",1497,5.35670078010792e-05,6,1.756
"279","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",3,"YJM541",1505,4.41326994077181e-05,163,1.709
"280","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",4,"YJM693",1513,3.20281848639093e-05,180,1.293
"281","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",5,"YJM990",1521,1.1047811097637e-06,22,0.124
"282","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",6,"YJM1190",1529,4.38987809617926e-05,20,1.48
"283","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",7,"YJM1252",1537,4.55830386190717e-05,168,1.666
"284","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",8,"YJM1326",1545,1.79289561176128e-05,28,1.486
"285","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",9,"YJM1381",1553,1.48802930901177e-05,172,0.834
"286","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",10,"YJM1400",1561,5.54300831947526e-06,136,0.618
"287","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",11,"YJM1434",1569,5.16023132303549e-05,14,1.694
"288","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"A",12,"YJM1477",1577,2.80907304893961e-05,158,1.525
"289","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",1,"YJM189",1490,4.47743864808303e-05,120,1.704
"290","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",2,"YJM326",1498,4.50620804983903e-05,87,1.741
"291","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",3,"YJM554",1506,3.50932650817302e-05,2,1.755
"292","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",4,"YJM969",1514,7.6766344096226e-06,74,0.335
"293","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",5,"YJM993",1522,4.2930133445655e-05,14,1.708
"294","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",6,"YJM1199",1530,3.28159344597606e-05,27,1.651
"295","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",7,"YJM1273",1538,5.00612912508199e-05,57,1.661
"296","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",8,"YJM1332",1546,3.77034854880372e-06,58,0.2
"297","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",9,"YJM1383",1554,3.28586123346478e-06,35,0.111
"298","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",10,"YJM1401",1562,5.40920211910475e-05,21,1.682
"299","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",11,"YJM1439",1570,3.43982443984174e-06,95,0.224
"300","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"B",12,"YJM1478",1578,7.83903322667731e-07,22,0.144
"301","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",1,"YJM193",1491,4.07128825835805e-05,153,1.774
"302","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",2,"YJM428",1499,2.34106492878096e-05,67,1.717
"303","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",3,"YJM555",1507,4.02842477480973e-05,65,1.865
"304","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",4,"YJM972",1515,6.19049744574769e-06,42,0.311
"305","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",5,"YJM996",1523,1.51265036056796e-06,62,0.194
"306","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",6,"YJM1202",1531,3.81854065459379e-05,58,1.69
"307","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",7,"YJM1281",1539,5.29016662657087e-05,50,1.67
"308","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",8,"YJM1336",1547,4.57267420574344e-05,73,1.675
"309","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",9,"YJM1385",1555,1.53957634760712e-05,68,0.959
"310","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",10,"YJM1402",1563,5.10138771446467e-05,65,1.7
"311","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",11,"YJM1443",1571,5.44254995379508e-05,84,1.643
"312","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"C",12,"YJM1479",1579,1.33567499990047e-06,54,0.199
"313","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",1,"YJM195",1492,3.57391091440414e-05,25,1.71
"314","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",2,"YJM450",1500,5.25995683818166e-05,176,1.748
"315","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",3,"YJM627",1508,3.28404935484299e-05,14,1.747
"316","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",4,"YJM975",1516,3.86467846284276e-05,86,1.775
"317","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",5,"YJM1077",1524,2.23535045237716e-05,154,1.376
"318","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",6,"YJM1208",1532,3.54679693810197e-05,48,1.726
"319","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",7,"YJM1290",1540,1.22583244896934e-06,127,0.165
"320","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",8,"YJM1338",1548,5.43701989249422e-05,145,1.685
"321","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",9,"YJM1386",1556,3.37443916306657e-05,85,1.62
"322","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",10,"YJM1415",1564,3.94480536623456e-05,33,1.647
"323","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",11,"YJM1444",1572,5.33498715712991e-05,165,1.698
"324","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"D",12,"YJM1552",1587,3.29511523783247e-05,86,1.644
"325","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",1,"YJM244",1493,4.79434559550793e-05,58,1.687
"326","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",2,"YJM451",1501,4.70945844225244e-05,106,1.733
"327","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",3,"YJM681",1509,4.303593564668e-05,11,1.742
"328","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",4,"YJM978",1517,4.18015393943937e-05,49,1.658
"329","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",5,"YJM1078",1525,4.61795108506946e-05,156,1.704
"330","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",6,"YJM1242",1533,3.41504685664023e-05,103,1.651
"331","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",7,"YJM1293",1541,4.02323920633547e-05,82,1.684
"332","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",8,"YJM1341",1549,3.69874559822478e-05,103,1.664
"333","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",9,"YJM1387",1557,4.50483536161375e-05,176,1.64
"334","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",10,"YJM1417",1565,4.67852240459722e-05,77,1.674
"335","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",11,"YJM1447",1573,8.07951156547832e-07,152,0.128
"336","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"E",12,"YJM1552",1587,4.12315776765103e-05,145,1.702
"337","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",1,"YJM248",1494,4.26112517587861e-05,72,1.729
"338","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",2,"YJM453",1502,5.11552107502307e-05,87,1.707
"339","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",3,"YJM682",1510,2.26431891040855e-05,136,1.557
"340","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",4,"YJM981",1518,1.043519938591e-06,86,0.132
"341","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",5,"YJM1083",1526,4.22299071259089e-07,2,0.122
"342","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",6,"YJM1244",1534,3.75512648085399e-05,20,1.64
"343","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",7,"YJM1304",1542,4.35051535228805e-05,142,1.59
"344","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",8,"YJM1342",1550,4.21159452984353e-05,63,1.65
"345","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",10,"YJM1418",1566,4.70024819883394e-05,154,1.659
"346","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"F",11,"YJM1450",1574,3.45504971399609e-05,98,1.65
"347","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",1,"YJM270",1495,5.90946928933231e-07,71,0.086
"348","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",2,"YJM456",1503,3.79740745094098e-05,113,1.71
"349","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",3,"YJM683",1511,5.57037560629351e-05,29,1.67
"350","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",4,"YJM984",1519,4.55715129102628e-05,98,1.662
"351","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",5,"YJM1129",1527,3.98887864611457e-05,4,1.687
"352","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",6,"YJM1248",1535,2.49449390932912e-05,99,1.484
"353","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",7,"YJM1307",1543,1.14768424063945e-05,164,1.041
"354","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",8,"YJM1355",1551,5.74921827831257e-07,30,0.111
"355","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",9,"YJM1389",1559,3.23463622308606e-05,124,1.676
"356","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",11,"YJM1460",1575,4.53263150989787e-05,119,1.707
"357","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"G",12,"YJM1526",1583,4.49039031589536e-05,91,1.687
"358","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",1,"YJM271",1496,5.007177943237e-07,142,0.098
"359","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",2,"YJM470",1504,3.93383380442469e-05,173,1.746
"360","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",3,"YJM689",1512,3.951909652069e-05,9,1.762
"361","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",4,"YJM987",1520,1.63324911869616e-06,178,0.158
"362","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",5,"YJM1133",1528,5.04259525277668e-05,81,1.776
"363","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",7,"YJM1311",1544,4.74035187115334e-05,51,1.401
"364","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",8,"YJM1356",1552,4.6717711544927e-05,88,1.705
"365","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",9,"YJM1399",1560,1.82936726429977e-05,78,1.227
"366","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",10,"YJM1433",1568,6.92505073267254e-06,37,0.302
"367","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",11,"YJM1463",1576,3.37683536158293e-05,54,1.626
"368","2015_screening_for_TS/2015-06-15_38half_rep3.asc",38.5,3,"H",12,"YJM1527",1584,3.75484738765997e-05,165,1.678
"369","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",1,"YJM1527",1584,4.62804636634254e-05,133,1.644
"370","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",2,"YJM1463",1576,4.89299201824189e-05,99,1.68
"371","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",3,"YJM1433",1568,4.03646676389571e-05,36,1.523
"372","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",4,"YJM1399",1560,5.5681056013668e-05,79,1.679
"373","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",5,"YJM1356",1552,3.96657600637175e-05,67,1.404
"374","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",6,"YJM1311",1544,3.7151619163031e-05,156,1.578
"375","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",8,"YJM1133",1528,4.09960573929101e-05,139,1.606
"376","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",9,"YJM987",1520,4.06922320807234e-05,125,1.57
"377","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",10,"YJM689",1512,4.1625285079115e-05,3,1.557
"378","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",11,"YJM470",1504,3.92529016646912e-05,169,1.608
"379","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"A",12,"YJM271",1496,5.05842730515381e-05,15,1.606
"380","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",1,"YJM1526",1583,5.18524383097495e-05,185,1.665
"381","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",2,"YJM1460",1575,4.59944248343594e-05,36,1.641
"382","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",4,"YJM1389",1559,3.69970853846598e-05,76,1.657
"383","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",5,"YJM1355",1551,3.57446453191728e-05,62,1.598
"384","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",6,"YJM1307",1543,4.45083200020062e-05,68,1.648
"385","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",7,"YJM1248",1535,3.25968626486842e-05,80,1.607
"386","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",8,"YJM1129",1527,4.20428981168326e-05,74,1.598
"387","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",9,"YJM984",1519,3.98353575241601e-05,108,1.573
"388","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",10,"YJM683",1511,4.09016998844546e-05,4,1.528
"389","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",11,"YJM456",1503,3.83063420647811e-05,34,1.557
"390","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"B",12,"YJM270",1495,2.78729355515442e-05,130,1.484
"391","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",2,"YJM1450",1574,4.80495713359454e-05,109,1.631
"392","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",3,"YJM1418",1566,4.8190320746494e-05,77,1.659
"393","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",5,"YJM1342",1550,4.61515884848689e-05,63,1.611
"394","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",6,"YJM1304",1542,5.01675696087534e-05,20,1.587
"395","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",7,"YJM1244",1534,4.33094841228395e-05,42,1.608
"396","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",8,"YJM1083",1526,3.8334325829437e-05,107,1.62
"397","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",9,"YJM981",1518,4.38042675378858e-05,110,1.586
"398","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",10,"YJM682",1510,3.46979919263505e-05,133,1.608
"399","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",11,"YJM453",1502,2.65025337085163e-05,105,1.491
"400","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"C",12,"YJM248",1494,4.84201264018786e-05,86,1.601
"401","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",1,"YJM1552",1587,4.95357443521558e-05,52,1.658
"402","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",2,"YJM1447",1573,5.54608695776593e-05,187,1.665
"403","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",3,"YJM1417",1565,5.32109456907148e-05,184,1.65
"404","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",4,"YJM1387",1557,4.60074169880585e-05,59,1.615
"405","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",5,"YJM1341",1549,4.21918060588329e-05,166,1.609
"406","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",6,"YJM1293",1541,4.84006447213545e-05,19,1.62
"407","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",7,"YJM1242",1533,3.70657184725401e-05,153,1.584
"408","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",8,"YJM1078",1525,4.80929484685425e-05,142,1.594
"409","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",9,"YJM978",1517,4.87729422136434e-05,71,1.58
"410","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",10,"YJM681",1509,4.43373853912908e-05,69,1.617
"411","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",11,"YJM451",1501,4.10171208047758e-05,82,1.646
"412","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"D",12,"YJM244",1493,4.86545191083125e-05,35,1.618
"413","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",1,"YJM1552",1587,4.74350441462096e-05,68,1.664
"414","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",2,"YJM1444",1572,4.38385261008149e-05,27,1.671
"415","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",3,"YJM1415",1564,4.63676958731046e-05,109,1.647
"416","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",4,"YJM1386",1556,5.24604354454539e-05,129,1.621
"417","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",5,"YJM1338",1548,4.42299185181576e-05,25,1.624
"418","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",6,"YJM1290",1540,4.21640358201707e-05,176,1.622
"419","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",7,"YJM1208",1532,4.90267929405006e-05,17,1.633
"420","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",8,"YJM1077",1524,3.04198259817444e-05,84,1.64
"421","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",9,"YJM975",1516,4.39225972300751e-05,157,1.589
"422","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",10,"YJM627",1508,3.51451721664096e-05,170,1.575
"423","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",11,"YJM450",1500,3.94532681457067e-05,120,1.558
"424","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"E",12,"YJM195",1492,4.18418652547617e-05,75,1.577
"425","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",1,"YJM1479",1579,4.92282607395069e-05,132,1.667
"426","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",2,"YJM1443",1571,5.51820764985039e-05,62,1.645
"427","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",3,"YJM1402",1563,5.21266376980977e-05,78,1.641
"428","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",4,"YJM1385",1555,5.75008672071759e-05,146,1.459
"429","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",5,"YJM1336",1547,4.02583193910899e-05,140,1.616
"430","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",6,"YJM1281",1539,4.48722597527062e-05,116,1.609
"431","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",7,"YJM1202",1531,4.50567598243374e-05,149,1.612
"432","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",8,"YJM996",1523,4.04717590155027e-05,61,1.599
"433","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",9,"YJM972",1515,4.11498577234774e-05,172,1.569
"434","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",10,"YJM555",1507,3.34479335491674e-05,108,1.553
"435","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"F",12,"YJM193",1491,4.57155994087189e-05,122,1.656
"436","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",1,"YJM1478",1578,4.72836188958185e-05,191,1.729
"437","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",2,"YJM1439",1570,3.6561480601551e-05,41,1.582
"438","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",3,"YJM1401",1562,5.34298921747718e-05,110,1.657
